"Name"
"About Java.lnk"
"Check For Updates.lnk"
"Configure Java.lnk"
"Get Help.url"
"Immersive Control Panel.lnk"
"Java"
"Math Input Panel.lnk"
"Notepad.lnk"
"Paint.lnk"
"PowerShell"
"PowerShell 7 (x64).lnk"
"Quick Assist.lnk"
"Snipping Tool.lnk"
"Visit Java.com.url"
"Windows Media Player.lnk"
